"id","followers","genres","name","popularity"
"7cQ4HzeZuxdOBpv1kwSIhu",764.00,"['polish pop']","Alicja Janosz",10
"7cTPJygRpiS97VLycl2e6k",4997.00,"['polish hip hop']","HEAVYWEIGHT",44
"7ceONQJggEp0kzrSRDpZNu",483.00,"['eastern bloc groove', 'polish jazz']","Big Band Katowice",8
"7choVylUIeNr4nUVApiUEC",106.00,"['polish ambient']","Sujka",4
"7cryy8BMCxqOBXVftfLJdS",1158.00,"['polish trap']","Kozakpolv",34
"7cuVYBxFcskBgbLWv85d75",14.00,"['polish ambient']","Loki8",1
"7cubaGlrQ5bw33Kqgfv7t9",7066.00,"['polish hip hop']","Rafi",23
"7dlsGRWzQNOxiTplMW87mj",3941.00,"['polish black metal', 'technical black metal', 'voidgaze']","Outre",9
"7dq5yJE6VA2msiLqzZw50F",125.00,"['polish post-punk']","Cieplarnia",1
"7dtYRflRL5xd7mBGraV5tV",602.00,"['polish indie']","Twilite",4
"7du3v3XNXJvawY7MSolMLS",408.00,"['polish indie']","Silver Rocket",11
"7e6iH8brpvXHIcxlK8WHZK",13901.00,"['polish hip hop', 'polish trap']","Floral Bugs",52
"7eGioJTlUeUE10LVw83dB4",239.00,"['polish experimental electronic']","Kapital",1
"7eK50J5bLdSqQmcrmIFlmy",262.00,"['polish alternative rock']","Nerwowe Wakacje",6
"7eLvWXLhWJ1pXl70ExER7U",72.00,"['polish modern jazz']","Mateusz Palka Trio",0
"7eSejfUR2a7h5u9IKfYwRk",4267.00,"['jazz violin', 'polish jazz']","Urszula Dudziak",21
"7eWuiwj3uRWzWN8hLPt42c",24.00,"['polish indie rock']","Perspecto",0
"7eiJFC0SOLCkH4QnLoJnPR",26706.00,"['polish pop']","AniKa Dąbrowska",31
"7fsezQ7Apoktm7BIFeSDzu",19.00,"['polish experimental electronic']","Oondood",0
"7fuADp7Ne2AMUEMrFSjuzz",1422.00,"['polish alternative rock', 'polish indie rock']","Neony",13
"7g43G7gf6kyL7UoeVgpr6r",93.00,"['polish noise rock', 'polish post-rock']","Hokei",0
"7g4eghw09dJfMd61wo6xft",160.00,"['polish ambient']","Przemysław Rudź",0
"7gBhkYfRJX0HA6cEdu6xkx",1718.00,"['polish black metal']","Doombringer",3
"7gDDrPF7TKWlMCMnb2Vqqn",10008.00,"['polish alternative rap']","BonSoul",35
"7gRgbNoRRPlng8UNFUmtgL",232.00,"['polish prog']","Anvision",1
"7gW8hBpBBO0Gf7nriC5HZK",856.00,"['polish rock']","Shakin' Dudi",29
"7gYcNyKgGiOfBm4S0OlzgL",2352.00,"['polish hip hop']","Skazani Na Sukcezz",11
"7h53NTYbN0ZKVQaFDxIkEc",10848.00,"['classic polish pop']","Piotr Szczepanik",35
"7hEBNw2SURfYxssk0LPjND",1156.00,"['polish hip hop']","Numer Raz",33
"7hWrFgxqtUmxVinN5J80No",528.00,"['disco polo']","Fantastic Boys",4
"7hjGaZGIO5wC3NfTC0tI2l",57.00,"['polish classical piano']","Tomasz Zajac",31
"7hwkYGtvw8dtGvxncSwlez",1896.00,"['polish alternative']","Marcin Januszkiewicz",36
"7i02zycwV6wAjHJhoQUlZb",550.00,"['polish alternative rap']","Kościey",0
"7iNW98Du62xVSyBDf3TGcG",78.00,"['polish jazz']","Adam Makowitz",0
"7ipF6efgwi4IXIGUWDVN4d",12600.00,"['classic polish pop', 'polish pop']","Zakopower",33
"7j0xL5yHtCB484L5XqVspF",24088.00,"['polish pop']","Piotr Cugowski",41
"7j5aOztI8AmUmgBIC21wb9",12795.00,"['polish hip hop']","Tabasko",34
"7jCV5SALc0WQePB2Rl5ABw",188.00,"['polish hip hop']","Massey",38
"7jIDRyneRCnRsLQyuO91pS",1818.00,"['polish alternative']","Michał Anioł",44
"7jr5OpV6K3nyqwKbbwcYR3",54809.00,"['polish hip hop']","Polska Wersja",43
"7jrtLe4eVfWhYWZn5vsopg",54662.00,"['polish alternative rap']","Hinol Polska Wersja",45
"7jxwptTrBESD0YmAlXpsOD",834.00,"['polish modern jazz']","Quantum Trio",7
"7k0GKiFnVYHGQO4SVRUN49",2684.00,"['disco polo']","Teresa Werner",27
"7kMDspnQK4eI2sKuGKihGH",3009.00,"['classic polish pop', 'sung poetry']","Andrzej Rosiewicz",28
"7kaEEK2cQh07aEfEEBd4Hn",119647.00,"['polish alternative rap', 'polish hip hop']","Donguralesko",57
"7kf9Alpl9eGCp16Qk18IZY",1199.00,"['polish alternative rock', 'polish noise rock', 'polish psychedelia']","Psychocukier",6
"7kxR55GrtU5p2GuzNHBqZN",256.00,"['polish death metal']","Naumachia",3
"7l1IUcuGTEXMuD1aN3wFqw",79724.00,"['polish alternative', 'polish pop']","Ralph Kaminski",54
"7l8mFhqTK2u2Ue4WTUIqB2",50.00,"['polish post-rock']","Juho the Panda",0
"7lIWTMd3QveCPKCoiSPXb8",139.00,"['jazz rock', 'polish psychedelia']","Nurt",4
"7lIiv2JO3gvNzGoRKLj1z1",62.00,"['polish thrash metal']","SHAME YOURSELF",0
"7lQkEm6aFLvricpzydLbAM",43.00,"['classic polish pop']","Tamara Kalinowska",0
"7lt2Tx1uY0TDY6EdJHoqhS",91.00,"['polish alternative rock', 'polish punk']","Żywioły",2
"7lz932aLCnNCinP2mJchG7",190.00,"['melodic power metal', 'polish metal']","Boguslaw Balcerak's Crylord",3
"7mC8Nb2rN3hM0v0bpxaMzL",205796.00,"['polish hip hop']","Kartky",60
"7mJqRoBFByFUti1nu0ISaM",82.00,"['polish hip hop']","Pezet & Malolat",0
"7mMzy01CcHC9flmeLrC1z2",1001.00,"['polish alternative rap']","Igrekzet",26
"7mfGDGXtSZuR4DQwL7uJwF",1158.00,"['polish folk']","Karolina Cicha & Spolka",9
"7mlwqVTcj8bEk17NVEXfTK",45147.00,"['polish hip hop', 'polish pop']","Kaen",47
"7mqebOCOql0RKtn1bGUdOd",967.00,"['polish techno']","GIGEE",18
"7mufq7QhbV0LjUtwfyr2JH",307.00,"['classic polish pop']","Trzeci Oddech Kaczuchy",9
"7mwjY1Pb2o5A8k7ngkikGy",302.00,"['polish prog']","Acute Mind",7
"7n4SCOLWDMb9eYV5YcWMji",68.00,"['polish reggae']","Rabastabarbar",0
"7n4Ws2FRR0iBVSZMmCHLHi",707.00,"['polish alternative rock']","The Cuts",13
"7nJFdPQThs0E0CnSRXKZFP",3916.00,"['polish reggae']","Dubska",25
"7nbElRPYJsBF2Wn36oLfvg",816.00,"['polish punk']","Rezystencja",5
"7ntlRmHlTFId8K07kOsxTY",47271.00,"['polish alternative', 'polish indie', 'polish pop', 'polish synthpop']","Xxanaxx",40
"7nvAamPGscEhAUBOEXhqe9",855.00,"['polish alternative rock', 'polish indie', 'polish noise rock']","Happy Pills",3
"7oCkcVdgZeprqJxtsSPVvh",834.00,"['classic polish pop']","Jacek Wojcicki",8
"7oJhxQIlZ2nWrcYcZGfDGY",1780.00,"['polish indie', 'polish indie rock']","Kumka Olik",10
"7og585VJokRy5an7WmmrGG",504.00,"['polish prog']","Osada Vida",5
"7oh7mTYzawdNRu5kz6D8Ha",11130.00,"['polish hip hop']","Szad",19
"7pMqOfviPc3YVZfdPzu0tU",767.00,"['classical', 'polish classical piano']","Adam Harasiewicz",30
"7pSrnhnLz5gKS5LZ9WvhlG",6684.00,"['polish trap']","Mlody Korden",42
"7paC8dSIJMeDAF2e2znbO6",29.00,"['disco polo']","Szafis",1
"7pnvyNSTpV2XZCGCU5cWbp",1924.00,"['polish death metal']","Deivos",4
"7pqQtr7FaDvE5To22IKNf3",3949.00,"['polish indie', 'polish indie rock']","L.Stadt",23
"7qKB2qCOwJNv3Pcct3JXO3",138.00,"['polish classical piano']","Marek Drewnowski",17
"7qakGX5CKW1EXQtbKDAMMQ",1993.00,"['disco polo']","Impress",23
"7rPv4DjafGL4EBCatx4t8U",20404.00,"['classic polish pop']","Skaldowie",40
"7rRsXnU1mpJwuBNMwH0Tsn",33769.00,"['polish alternative rap', 'polish hip hop']","Dj Decks",49
"7reHt1oeFvH2lmNtzpSRC4",12268.00,"['disco polo']","Mejk",35
"7sIIDlAvqusPukOzgEnd5P",32.00,"['polish early music']","Jan Kochanowski",3
"7sTYtmKK8aUMgd8eSk58k0",200.00,"['polish blues']","HooDoo Band",3
"7sYIwdHZoqVUh6i58SJrmx",51546.00,"['polish pop']","GOLEC UORKIESTRA",49
"7svJjSZ6YKQopuggEMrlEC",668.00,"['polish hardcore']","TPN 25",6
"7tjIbRJHAb3mLgPB9UUufh",5843.00,"['polish alternative rap']","KPSN",29
"7u1LeAvsEzv9p2RYY45CN2",135.00,"['polish alternative rock', 'polish indie rock']","Braty z Rakemna",2
"7u7RCTUM51fXYiskGl7xZ8",2229.00,"['polish alternative rap', 'poznan indie']","Niwea",15
"7uVVxdzqMI9QYSrzopqoRq",229.00,"['classic polish pop']","Andrzej Ozga",10
"7uWyXPJ04ihdQdYGGw3xVV",253413.00,"['polish hip hop']","Guzior",67
"7udractmTurnbUWfp7jhne",14302.00,"['polish punk']","Romantycy Lekkich Obyczajów",34
"7ufUNfpBFkaxEgvSN3JCkc",2803.00,"['classic polish pop']","Alosza Awdiejew",19
"7ut4aKZdlv9oQbHJu2mfRk",1912.00,"['polish punk']","The Junkers",11
"7v0Mei2idVhGINVkzRy9u1",730.00,"['polish contemporary classical', 'polish experimental', 'polish experimental electronic', 'sound art']","Zbigniew Karkowski",3
"7v2kKDw8mYUR4lccIiru8e",545.00,"['polish indie rock']","The Feral Trees",2
"7v2laCPnrOb7G5W4oZj10b",13705.00,"['classic polish pop', 'sung poetry']","Wojciech Młynarski",35
"7v49oVVUhvIQG5EK0jkcF7",298358.00,"['polish hip hop']","PRO8L3M",71
"7v5kF4WvjKknpUcUkTPTqQ",4351.00,"['polish punk']","Sexbomba",27
"7vC5i1QAL06OHGJ50IXaUl",4461.00,"['polish alternative rap']","Szad Akrobata",28
"7vYfq6OMlGDw1IpTxar2h2",10558.00,"['polish alternative', 'polish indie']","Patrick the Pan",37
"7vye9u86VuwznOzPoay4cu",46.00,"['polish choir']","Schola Duszpasterstwa Młodzieży REJS",2
"7w8Rtzafz2DaMDMI9VCuEj",10770.00,"['polish pop']","Mateusz Mijal",38
"7wEcQTGkugQxXzikls4izh",14697.00,"['classical', 'late romantic era', 'polish classical']","Henryk Wieniawski",38
"7wFpB8b5ALTKo9IwK3Y5Tq",11634.00,"['polish hip hop']","Vienio",27
"7wTTyVciDBEyOW2cQA8fic",333.00,"['classic polish pop']","Maja Sikorowska",18
"7wljsIwScBNShUPFULDCB3",30708.00,"['polish reggae']","Jamal",48
"7wzRaLHNSWIG8ZHK2hQljt",2459.00,"['modern progressive rock', 'polish prog']","Amarok",17
"7xFwx08ljvRKCtwduYfLFY",8268.00,"['polish reggae']","Dreadsquad",31
"7xMTbmk59ygZfnfG9WUWGX",2492.00,"['polish blues']","Sebastian Riedel & Cree",18
"7xeLbOa9jleoEn5OsijVQK",7786.00,"['disco polo']","Eratox",31
"7xuTW70nacf42JGdGyYB7h",549.00,"['polish electronica']","JANKA",16
"7xunX5iU4WrAf7Y8X9OypN",3649.00,"['classic polish pop']","Maria Koterbska",27
"7xzK8IR2IApUJqO2jVmmIo",1268.00,"['polish indie rock']","The Car Is On Fire",9
"7y97mc3bZRFXzT2szRM4L4",2372223.00,"['classical', 'early romantic era', 'polish classical']","Frédéric Chopin",77
"7y9xcsFMT1EEVTr0ZfgA3g",1311.00,"['polish alternative']","Janek Traczyk",29
"7yBq7or0QqNg1qihLNfjJQ",149.00,"['polish trap']","Pabis",34
"7yvBpEsnOSrlqvCgqXSRho",211.00,"['polish post-punk']","Kora I Pudelsi",1
"7yvBrqUjv7cjc97kiNveHD",16.00,"['polish free jazz']","Pegapofo",0
"7zS5tiJbiIYFsqtDHx8UFU",17798.00,"['disco polo']","Bayera",38
"7zSkoAIc5lQhXjnbwXlGFh",217.00,"['polish black metal']","FIASKO",4
"7zaIjWgaDq4UJAehQILdDQ",10604.00,"['polish alternative rap']","Fisz Emade Jako Tworzywo Sztuczne",18
"7zxtIQ8GK3uM5cZcPapKIF",88.00,"['polish classical piano']","Piotr Paleczny",11
"004reCzVFOidvBuYrYia9Y",12726.00,"['polish punk']","Zielone Żabki",27
"00drc18J6PkIXn24widBC5",3.00,"['polish ambient']","Nasoshnik",0
"00ekfPE5ZS3NwF8H8o8GBk",17574.00,"['disco polo']","Mig",47
"018gIUaP08hROTOiVdiEQ3",584.00,"['polish black metal']","Massemord",8
"01BlTZ696EkKe6xr56Gu6G",362.00,"['polish free jazz']","Mazzoll",3
"01TgMAgIALWvVXlKjUwpfn",1063.00,"['polish alternative rock', 'polish punk']","Radio Bagdad",9
"0244q9rIqAIzBFXKNNRN6O",27393.00,"['classic polish pop', 'polish pop']","Ryszard Rynkowski",40
"02Cq85QmaYHDi4dW7AxTRZ",748.00,"['polish electronica']","Evorevo",9
"02ESuuto8Jwyo4PeiJ1Xim",149.00,"['polish synthpop']","Polpo Motel",1
"02JmHOSFJi2bLjGnO274di",8817.00,"['polish punk', 'szanty']","Spięty",31
"02LrsTMdnHVvKmXxN0epQF",753.00,"['deep soundtrack', 'polish synthpop']","Andrzej Korzyñski",22
"02eZEXslMzAjHDkygNJHSX",8010.00,"['polish trap']","Popkiller Młode Wilki 5",26
"02keDoJak6YO12KBJFMFNm",1873.00,"['polish punk', 'polish reggae']","Skampararas",15
"02tQ309SzZZ0bYs2yyO60G",11734.00,"['polish hip hop']","Buczer",30
"0338weYyACbkc5ERuLnFTa",270.00,"['classic polish pop']","Iwona Loranc",17
"033WIygOyXwUjc1vfCGxJ2",126.00,"['polish black metal']","Demonic Slaughter",0
"03Dy3XKBUsC3vJLCuF0T7I",152.00,"['polish jazz']","Chromosomos",1
"03FgbE2vKKVEFBFHi8IfJG",184761.00,"['polish hip hop']","Chada",55
"03KLzHVK6la8dVop1iVI5x",63817.00,"['poezja spiewana', 'polish alternative', 'polish pop']","Natalia Przybysz",50
"03ZzgzybQr8UyvWCMSCvRy",1363.00,"['polish noise rock']","Zwidy",14
"03jLJnyfZXs1ssrIALfGRm",2633.00,"['classic polish pop']","Krzysztof Daukszewicz",22
"03ohDYwWFrXfgp0VEtSTiF",706.00,"['polish thrash metal']","RAGEHAMMER",9
"03qKjVTzyKc3SyTjHaOpFc",2376.00,"['neo-progressive', 'polish prog']","Millenium",22
"03rREATXGWcD2CfG3OXDZY",10155.00,"['polish alternative rap', 'polish hip hop']","Bober",44
"03wQEnXSEAI6GmOKZ90G25",1597.00,"['historic piano performance', 'polish classical piano']","Josef Hofmann",15
"03xKZpOUZOQjf7g5WBN4ee",3676.00,"['polish alternative', 'polish indie']","Sonar",30
"03yP3BHBnpGyvddEoIGnsx",2089.00,"['polish black metal']","Over the Voids...",16
"04Lio76CKJCMPbK5hV6J4w",1876.00,"['black noise', 'polish black metal', 'voidgaze']","Thaw",5
"04Loj16dRX1yZodeEQlCOv",308.00,"['polish jazz']","Andrzej Trzaskowski",1
"04WxKoI0kS5JclvQ8rn8qp",13.00,"['polish contemporary classical']","Boleslaw Szabelski",0
"04bDWf1u7HxKdskC3N2nIk",27127.00,"['polish metal', 'polish punk', 'polish thrash metal']","Acid Drinkers",37
"05AVHcWP9DF6y6LEU845uz",1545.00,"['classic polish pop']","Mariusz Lubomski",15
"05Fgqq7GfWeNol1TR5H3og",15868.00,"['polish pop']","Honorata Skarbek",35
"05UsyksBcAUVdfyREMxbDm",294.00,"['disco polo']","Cassel",11
"063D0MKbIbbBjKgtYRGBga",7458.00,"['polish alternative', 'polish electronica', 'polish synthpop']","Baasch",36
"0690wuO0NVERuqxuoi2mTF",319.00,"['polish ambient', 'polish experimental electronic']","Mirt",4
"06O52v4thQuBoLC6jWatGW",21.00,"['polish free jazz']","Magnolia Acoustic Quartet",0
"06UcKJxYJXthEwn0c8XOCt",11024.00,"['dark black metal', 'polish black metal', 'voidgaze']","Blaze of Perdition",20
"06wBGqhkbyUAtVNMbbcK1x",607.00,"['polish folk']","Krzikopa",8
"070tdNOiP3pIsGlqNfVkG3",86130.00,"['polish hip hop']","Bonus RPK",51
"072HrG3T5BaaBj4YhKIkxv",1166.00,"['polish alternative rock']","Agressiva 69",8
"07ILo13zpakvXxTL3VtqwS",540.00,"['disco polo']","Andre$",10
"07PJCYnjHeYanDnFnUALU4",269.00,"['historic piano performance', 'polish classical piano']","Raoul Koczalski",19
"098RsUTij7grC7evZUhWwA",720.00,"['polish trap']","SOSO",31
"09MjLGtslj39ILxA1MqUny",556.00,"['polish hip hop']","Bezimienni",7
"09ScR35g0VzipHacuPtXZd",440.00,"['polish modern jazz']","Pawel Kaczmarczyk",7
"09Z3SI4GkhYjpCB6884vC8",10395.00,"['polish alternative', 'polish indie', 'polish indie rock', 'polish post-punk', 'poznan indie']","Muchy",25
"09j4UTVH7vk7fVfVB71roU",348.00,"['polish indie', 'polish indie rock']","Iowa Super Soccer",1
"0AEQNlJAZeghMaFyIYfrQG",138546.00,"['polish hip hop']","SB Maffija",61
"0AYJ3eg4zKi9ilGrhVaINs",2186.00,"['polish jazz', 'polish modern jazz']","Marek Napiórkowski",18
"0AZgkXW6n0zfyOhVAnIopA",1109.00,"['polish alternative']","LUNA",33
"0At3wjxYzZL9WwqbFR0JL8",24.00,"['polish jazz']","Tomek Sowinski and the Collective Improvisation Group",0
"0BBB9DjvskQV0oReJMxTP1",30889.00,"['polish alternative rap']","Jano Polska Wersja",45
"0BQIhJ61mCyaOrVrMJ7e8k",5.00,"['polish ambient']","Matowy",0
"0CEw36eWG0dYKCXOX8eUoO",77804.00,"['polish pop']","Agnieszka Chylinska",47
"0CI4rQj50Dcr30HpiD2LF6",165.00,"['polish classical piano']","Wojciech Świtała",7
"0CgCy79P84g1meaXcwwFqZ",80.00,"['polish free jazz']","Obara International",0
"0CsrftI3Zs3nvfSW6MRglc",50.00,"['polish ambient']","Nmls",0
"0D5kXlS7UOApMpTyuSrFAW",40370.00,"['polish punk', 'polish rock', 'poznan indie']","Luxtorpeda",39
"0D9mwbJP5sUH7XYXg4F7u9",580.00,"['polish black metal']","Xantotol",4
"0E6TslMisIITlZ1QjjPXeo",110.00,"['polish prog']","Dianoya",0
"0EDBV0NVPOftbsEM0fg7WZ",2004.00,"['polish alternative rock']","Deriglasoff",18
"0EMDndPZcpfg9Qqgos0S7G",73.00,"['polish post-punk']","This Cold",0
"0EPzUAW8kwuPedmmVP6n9S",99964.00,"['polish hip hop']","Deys",53
"0EQaqT3oKtxAGR0Y5c1Jme",3572.00,"['polish jazz']","Komeda Quintet",11
"0EYfWGAHPugeWUKKvoMU79",336.00,"['polish post-punk']","1984",4
"0Emf6MyFoCjKazTqoaUu6T",1107.00,"['polish jazz']","Adam Makowicz",8
"0EvkY8O19trlgsfrVOTQgg",26661.00,"['polish blues', 'polish punk', 'polish rock']","TSA",31
"0F1DvSOKRaSA6XKSwDNs40",10792.00,"['polish alternative', 'polish pop']","Albo Inaczej",45
"0FKOL5wp6sgB8VRNsJaUlz",430.00,"['disco polo']","Bartek Wrona",5
"0FbccBQBb69lfv4arbt6kX",9237.00,"['polish alternative', 'polish indie']","Ofelia",36
"0G2VUqbZ4C28aN9y41Wp3G",1186.00,"['polish jazz']","Jerzy Milian",17
"0G6miz5dLrc3NZWi4ZYdJK",2813.00,"['disco polo']","CamaSutra",35
"0GF5CJ7nKXsMTiWHK4ZQJN",30925.00,"['polish pop']","Beata Kozidrak",46
"0GPJYkHJm0Fpbhjovpm1h1",2261.00,"['polish synthpop']","Felicjan Andrzejczak",41
"0GPfyyiTlLdG6rQthueRBM",682.00,"['disco polo']","Malibu",26
"0GQZc3zcll9HXIVaUA1XzJ",11211.00,"['polish reggae']","Tabu",32
"0Gfk7Ww29CWVyrnkqC4KUt",7.00,"['polish punk']","Schizma",0
"0Gk98lHv6LlqbWPwdMiga2",247229.00,"['polish alternative', 'polish pop']","Paweł Domagała",50
"0GnO5BjJfHFwkesoObGU36",61.00,"['polish modern jazz']","Wojciech Majewski",1
"0GsCeqHAG63k8CRj1NH8e4",164.00,"['polish alternative rock', 'polish indie rock']","We Call It a Sound",0
"0GxARImYCmCNz0v04YjPq2",179.00,"['polish indie']","Materac",1
"0GykMtlKoc68Hj2jwZLXul",79213.00,"['classic polish pop', 'polish alternative', 'polish pop']","Nosowska",49
"0HC5DGqdUzXorIXUudkeWG",1805.00,"['polish classical', 'post-romantic era']","Leopold Godowsky",29
"0HLMuuBFA7R4boMxVl9QgQ",9967.00,"['polish alternative', 'polish indie']","Lilly Hates Roses",29
"0HTub0NhKSRgggtmJBP9aR",59.00,"['polish techno']","Daniel Stetting",0
"0HZL4dV60t13CHasIHwaLP",385.00,"['polish post-rock', 'poznan indie']","Beyond the Event Horizon",4
"0HhejlCvg1WCO9nXNZGEkc",144.00,"['polish experimental electronic']","Wudec",1
"0Hob9LUr2x0SULSZjuf6li",10701.00,"['disco polo']","Power Play",42
"0Id5ZU9SxHcgE32nfJMTbh",259.00,"['polish trap']","JonyPapa",19
"0It4rGfBk31UDyK9x6uZvP",3056.00,"['melodic black metal', 'polish black metal']","Christ Agony",13
"0IuXBtCmOjyRjzbfJmfKHa",13.00,"['polish ambient']","Ovvoid",0
"0Jl6TFKAJR7zIv2kvA1RNf",60054.00,"['polish pop']","Patrycja Markowska",40
"0K0Sa7amVwCmQKz7ZHRRim",3005.00,"['polish pop']","Marcin Rozynek",29
"0KNOQSBwQim4GXpZHekrvu",1728.00,"['polish trap']","esceh",47
"0KTn3DOb57GcGjPoA09ABL",4.00,"['polish techno']","Mooslip",0
"0KZLEvrZHdqVDKdclXRVK0",7.00,"['polish techno']","Damian Malec",0
"0KirHnU7pIfeMYWSJ6xm8I",1309.00,"['polish blues']","Nocna Zmiana Bluesa",12
"0Ks3WKQ64ZmWa3QkbbeCbj",129.00,"['polish indie']","Newest Zealand",0
"0LX2VNf5w4iOHW1yyIqb74",1016980.00,"['polish hip hop', 'polish trap']","Bedoes",73
"0LcUNEKY8mVqNmYfrgZrxl",5803.00,"['disco polo']","Megustar",24
"0M5UiR76X2ybfo6N9iVNWr",27540.00,"['polish pop']","Pectus",36
"0MGE7m2KV6Db6jOZFy93aD",140674.00,"['classic polish pop', 'poezja spiewana', 'polish alternative', 'sung poetry']","Marek Grechuta",49
"0MIG6gMcQTSvFbKvUwK0id",463756.00,"['polish hip hop', 'polish trap']","Mata",72
"0MQyjuZSqwUlAmWo7bryry",352.00,"['historic piano performance', 'polish classical piano']","Witold Małcużyński",8
"0MXVKY88dOygNxQSjYAiCn",1269.00,"['polish punk']","Dee Facto",9
"0MaSZtK5rLCLPbMNdWQIL9",80933.00,"['polish hip hop']","WWO",46
"0MeUJOSv5a75mNQzh266Ay",6791.00,"['classical piano', 'polish classical piano']","Janusz Olejniczak",51
"0MzWXIO3Z73PfIwg0UUGHm",21677.00,"['polish punk']","Piersi",36
"0NAkRI6uw3fsescf1pJiXY",1023.00,"['polish jazz']","Krzysztof Herdzin",20
"0NMfHNHHyEUp2DZxIXyA0c",43.00,"['polish post-punk']","Gardenia",6
"0NTbhFUqubMQFKG6UPTxcb",15019.00,"['polish alternative rap']","Rzabka",37
"0NiIlOoQCQPrri3Mnzb41D",2747.00,"['polish reggae']","Grizzlee",43
"0NvXmOwMHhsXqYmC9Vx0dm",2100.00,"['polish prog']","Lebowski",17
"0OWXK55YvtWja5pKp8vqXL",738.00,"['polish hardcore']","HOMOMILITIA",17
"0OjS1B0ChKApqlae6JcwLI",39.00,"['disco polo']","Bohdan Smolen",1
"0Oq1xHw1LNRQ3ANiwZt3Ph",772.00,"['polish death metal']","Valkenrag",3
"0P1Reib7muU8WMztwyTzwS",1086.00,"['polish synthpop']","Das Moon",9
"0PN0H94fqF9G9FiJrw1R3Q",2551.00,"['polish hip hop']","Hellfield",44
"0PbRHFtbXsxQfOHl6m86dd",9037.00,"['polish electronica']","Better Person",32
"0PkkQfDUJZuR2PcQ6uEV8j",310439.00,"['polish rock']","Lady Pank",57
"0PtPpPyhP8KRgSwYDvhPlE",398.00,"['disco polo']","Setus",2
"0QR764k0D36npmTMWx5bft",592968.00,"['polish hip hop', 'polish trap']","Żabson",69
"0Qbpc6kvcZsVYAiAkycKc9",43.00,"['polish contemporary classical']","Roman Maciejewski",4
"0Qo6PIs38oznVHFxs9WU0N",18675.00,"['polish alternative rap', 'polish hip hop']","Leh",37
"0RGqYHpCdjYsgMDeDYVSmm",4953.00,"['polish alternative rap']","Hans Solo",37
"0RJFDLwgrFQxvmhxxt5Cwc",11802.00,"['polish pop']","Kasia Popowska",32
"0RLhLvcRdN4LsXUvRsL9rM",2290.00,"['disco polo']","Mariusz Kalaga",31
"0RfWjL7edmNiMbYDEi2pP2",2422.00,"['polish alternative rock']","Tymon & The Transistors",16
"0RgN4EQZ6rZJdvUc98zDVX",255.00,"['polish indie rock']","Alfah Femmes",5
"0Rizkmkjx9H0FKB5u2sgZ6",5673.00,"['disco polo']","Love System",29
"0RnZBHltxQa1A4N4qEcP5I",4979.00,"['polish hip hop']","Slon",3
"0SDrlYVunFnYysq5m42rC1",534.00,"['polish electronica']","Palmer Eldritch",7
"0SXFiX4D5yi9O0eO7bvNZk",53.00,"['polish folk']","Apolonia Nowak & Swoją Drogą Trio",1
"0SxiQwgMtIXFRmIwLgKq2k",469.00,"['polish hip hop']","Diox / The Returners",0
"0T0rADxhl1CLxhSS3t4FJr",3710.00,"['polish alternative', 'polish indie', 'polish synthpop']","Oxford Drama",40
"0T0yIgJd9ZIeVJqZw276iH",1162.00,"['polish punk']","Kolaboranci",6
"0T2VmA0RJXRzYBB8MnNvBd",153.00,"['polish folk']","Południca!",2
"0TMvoNR0AIJV138mHY6jdE",354762.00,"['polish pop']","sanah",70
"0TNmk82t8djcTCxcnUh9bx",70.00,"['polish post-rock']","Frozen Lakes",0
"0TOcEz1W5DyQDJPM2fXfyN",425.00,"['polish noise rock']","Artykuły Rolne",3
"0TYtkQktNsc2NEeRbQ27td",24.00,"['polish post-punk']","Kineo RA",2
"0TdjP78ddOnKTEVuF3LBrT",20752.00,"['disco polo']","Camasutra",30
"0TuKUQF4NwLBWN7sibSBu5",592.00,"['polish punk']","Fort BS",8
"0TwM0vzeyhAMTegVdIq8rx",9313.00,"['chamber folk', 'polish alternative']","Lor",41
"0U3PNYA003CQYkIjeQ4wzl",1081.00,"['polish death metal']","Trauma",7
"0U4PBLO0Sstp9gXxMh4TUU",245.00,"['polish blues']","Daddy's Cash",4
"0U9ECSiXaIGWld4RLwSCWe",88.00,"['disco polo']","MC Makler",0
"0UCbjuZR3UYm9XtycKimCz",28225.00,"['polish punk']","Oddział Zamknięty",20
"0UF823aEz8Kqsf0LwQwYkL",849.00,"['polish jazz']","Zbigniew Namysłowski Quartet",4
"0UKQxbhQLlpTNPhw6Cp4Sl",1539.00,"['polish jazz']","Jarek Smietana",15
"0UvDCk7VwDQ0JWGeTTaGpB",25.00,"['polish black metal']","Diabolicon",0
"0V6p8nX4l2BQ68bjrZ4EPf",98368.00,"['polish punk']","Kazik",47
"0VH4jCA2Gt2WkfYn7zIBUK",318.00,"['polish reggae']","Lion Vibrations",0
"0VJDqh2nHbXaafoaDbecop",285.00,"['polish jazz']","Joachim Mencel",6
"0VaACj4wMJWji3wRiHrByq",13347.00,"['atmospheric post-metal', 'avant-garde metal', 'polish metal', 'post-metal', 'sludgecore']","Obscure Sphinx",26
"0VeG3URJkBzh0CHJqZqmPL",2116.00,"['polish punk']","Partia",18
"0VfsDtq5IGy2RbCqBUBJZc",1742.00,"['classic polish pop']","Edmund Fetting",34
"0VhKsa9J4dkGjkSHwthPUl",508.00,"['polish experimental electronic']","ehh hahah",4
"0VpXPTuw4wRvor9ZZq1hbB",62959.00,"['polish pop']","BARANOVSKI",53
